date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:36:09	1127/1127	---M--	200	added ('OK')	image/png	etag:%22467-610e144c96800%22	https://cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/images/css/v3commun/dw_dlig_symbol.png	C:/Users/HP/Desktop/bmcedirect/bank/cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/images/css/v3commun/dw_dlig_symbol.png	(from https://cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/css/devb_base.css)
07:36:09	5451/5451	---M--	200	added ('OK')	image/png	etag:%22154b-610e144c96800%22	https://cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/images/css/v3commun/dw_ck.png	C:/Users/HP/Desktop/bmcedirect/bank/cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/images/css/v3commun/dw_ck.png	(from https://cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/css/devb_base.css)
07:36:10	290/290	---M--	200	added ('OK')	image/gif	etag:%22122-610e144c96800%22	https://cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/images/css/v3commun/dw_sv_button.gif	C:/Users/HP/Desktop/bmcedirect/bank/cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/images/css/v3commun/dw_sv_button.gif	(from https://cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/css/devb_base.css)
07:36:10	552/552	---M--	200	added ('OK')	image/png	etag:%22228-610e144c96800%22	https://cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/images/css/v3commun/dw_sv_button_select.png	C:/Users/HP/Desktop/bmcedirect/bank/cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/images/css/v3commun/dw_sv_button_select.png	(from https://cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/css/devb_base.css)
07:36:10	708/708	---M--	200	added ('OK')	image/png	etag:%222c4-610e144c96800%22	https://cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/images/css/v3commun/dw_sv_button_select2.png	C:/Users/HP/Desktop/bmcedirect/bank/cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/images/css/v3commun/dw_sv_button_select2.png	(from https://cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/css/devb_base.css)
07:36:11	1465/1465	---M--	200	added ('OK')	image/png	etag:%225b9-610e144c96800%22	https://cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/images/css/v3commun/dw_help.png	C:/Users/HP/Desktop/bmcedirect/bank/cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/images/css/v3commun/dw_help.png	(from https://cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/css/devb_base.css)
07:36:11	172/172	---M--	200	added ('OK')	image/gif	etag:%22ac-610e144c96800%22	https://cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/images/css/v3commun/ei_navlinks_fond.gif	C:/Users/HP/Desktop/bmcedirect/bank/cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/images/css/v3commun/ei_navlinks_fond.gif	(from https://cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/css/devb_base.css)
07:36:12	21216/21216	---M--	200	added ('OK')	image/png	etag:%2252e0-610e144c96800%22	https://cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/images/css/v3commun/communstd_sprite.png	C:/Users/HP/Desktop/bmcedirect/bank/cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/images/css/v3commun/communstd_sprite.png	(from https://cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/css/devb_base.css)
07:36:12	1572/1572	---M--	200	added ('OK')	image/png	etag:%22624-610e144c96800%22	https://cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/images/css/v3commun/ei_a_blocongh_etiquette.png	C:/Users/HP/Desktop/bmcedirect/bank/cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/images/css/v3commun/ei_a_blocongh_etiquette.png	(from https://cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/css/devb_base.css)
07:36:14	16434/16434	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202024%2005:36:19%20GMT	https://www.bmcedirect.ma/fr/identification/demander_votre_mot_de_passe.aspx	C:/Users/HP/Desktop/bmcedirect/bank/www.bmcedirect.ma/fr/identification/demander_votre_mot_de_passe.html	(from https://www.bmcedirect.ma/fr/identification/codes-acces-oublies.html)
07:36:15	15368/15368	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202024%2005:36:20%20GMT	https://www.bmcedirect.ma/fr/identification/debloquer_votre_acces.aspx	C:/Users/HP/Desktop/bmcedirect/bank/www.bmcedirect.ma/fr/identification/debloquer_votre_acces.html	(from https://www.bmcedirect.ma/fr/identification/codes-acces-oublies.html)
07:36:16	16854/16854	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202024%2005:36:20%20GMT	https://www.bmcedirect.ma/fr/identification/demander_votre_identifiant.aspx	C:/Users/HP/Desktop/bmcedirect/bank/www.bmcedirect.ma/fr/identification/demander_votre_identifiant.html	(from https://www.bmcedirect.ma/fr/identification/codes-acces-oublies.html)
07:36:16	36232/36232	---M--	200	added ('OK')	image/png	etag:%228d88-58746ebb5ac63%22	https://www.bmcedirect.ma/fr/img/appel_surtaxe.png	C:/Users/HP/Desktop/bmcedirect/bank/www.bmcedirect.ma/fr/img/appel_surtaxe.png	(from https://www.bmcedirect.ma/fr/identification/infos-securite.html)
07:36:16	64916/64916	---M--	200	added ('OK')	image/png	etag:%22fd94-58746ebb63520%22	https://www.bmcedirect.ma/fr/img/sms_surtaxe.png	C:/Users/HP/Desktop/bmcedirect/bank/www.bmcedirect.ma/fr/img/sms_surtaxe.png	(from https://www.bmcedirect.ma/fr/identification/infos-securite.html)
07:36:17	1730/1730	---M--	200	added ('OK')	image/gif	etag:%226c2-610e144c96800%22	https://cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/images/std/icobulle.gif	C:/Users/HP/Desktop/bmcedirect/bank/cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/images/std/icobulle.gif	(from https://www.bmcedirect.ma/fr/identification/demander_votre_mot_de_passe.aspx)
07:36:20	344446/344446	---M--	200	added ('OK')	image/gif	etag:%225417e-610e144c96800%22	https://cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/images/std/abandonner.gif	C:/Users/HP/Desktop/bmcedirect/bank/cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/images/std/abandonner.gif	(from https://www.bmcedirect.ma/fr/identification/demander_votre_mot_de_passe.aspx)
07:36:20	344199/344199	---M--	200	added ('OK')	image/gif	etag:%2254087-610e144c96800%22	https://cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/images/std/confirmer.gif	C:/Users/HP/Desktop/bmcedirect/bank/cdn.bmcedirect.ma/INGR/sd/bmce_2018/1.109.30/fr/images/std/confirmer.gif	(from https://www.bmcedirect.ma/fr/identification/demander_votre_mot_de_passe.aspx)
